order_id,seller_id,buyer_id,order_ts,category,item_price,shipping_fee,payment_method,buyer_country,order_status
O046210,S01953,B14436,2026-07-27 11:55:44,electronics,,16.67,bank,US,completed
O046211,S01548,B14097,2026-07-27 11:57:18,electronics,216.33,10.01,card,AU,completed
O046212,S01320,B09363,2026-07-27 11:58:51,fashion_vintage,17.01,5.9,card,US,completed
O046213,S00250,B04170,2026-07-27 11:59:23,fashion_vintage,103.48,11.46,card,US,completed
O046214,S00667,B06666,2026-07-27 11:59:36,fashion_vintage,32.94,9.03,card,US,completed
O046215,S01503,B13599,2026-07-27 12:01:10,sneakers_streetwear,111.7,7.81,wallet,US,completed
O046216,S00242,B10182,2026-07-27 12:01:47,fashion_vintage,37.77,6.09,card,US,completed
O046217,S00995,B10316,2026-07-27 12:02:50,sneakers_streetwear,106.46,5.5,card,US,completed
O046218,S01222,B03083,2026-07-27 12:03:04,cards_collectibles,43.79,4.68,card,US,completed
O046219,S00587,B13969,2026-07-27 12:03:34,sneakers_streetwear,123.26,7.12,wallet,US,completed
O046220,S00542,B03684,2026-07-27 12:03:38,electronics,279.42,9.58,card,US,completed
O046221,S01879,B03083,2026-07-27 12:03:47,electronics,524.45,9.59,card,US,completed
O046222,S00495,B13270,2026-07-27 12:04:30,fashion_vintage,27.16,11.3,wallet,US,completed
O046223,S01641,B07638,2026-07-27 12:04:33,sneakers_streetwear,85.63,6.37,card,GB,completed
O046224,S01268,B07225,2026-07-27 12:05:15,fashion_vintage,60.55,4.76,wallet,US,completed
O046225,S00321,B04117,2026-07-27 12:05:18,fashion_vintage,48.47,5.61,wallet,US,completed
O046226,S01232,B10342,2026-07-27 12:06:50,electronics,305.36,12.59,card,US,completed
O046227,S00014,B04062,2026-07-27 12:07:56,cards_collectibles,978.12,15.36,card,US,completed
O046228,S00445,B10455,2026-07-27 12:08:52,fashion_vintage,23.57,12.23,card,AU,completed
O046229,S01574,B00028,2026-07-27 12:10:01,electronics,248.88,13.97,card,US,completed
O046230,S00820,B00015,2026-07-27 12:10:18,electronics,152.65,8.02,card,US,completed
O046231,S00244,B00610,2026-07-27 12:13:47,sneakers_streetwear,102.44,9.33,card,US,cancelled
O046232,S01149,B08698,2026-07-27 12:14:56,fashion_vintage,24.96,6.79,wallet,US,completed
O046233,S00004,B10291,2026-07-27 12:15:23,cards_collectibles,96.25,7.14,card,US,completed
O046234,S00302,B06124,2026-07-27 12:16:16,fashion_vintage,29.05,9.74,card,GB,completed
O046235,S01831,B01261,2026-07-27 12:17:12,sneakers_streetwear,147.18,5.89,card,US,completed
O046236,S01881,B03135,2026-07-27 12:21:10,sneakers_streetwear,123.69,8.54,wallet,US,completed
O046237,S01664,B05069,2026-07-27 12:21:52,electronics,327.58,12.09,card,US,completed
O046238,S00762,B04764,2026-07-27 12:22:18,cards_collectibles,160.71,5.9,bank,US,completed
O046239,S01948,B06679,2026-07-27 12:22:40,cards_collectibles,153.23,6.17,card,US,completed
O046240,S00322,B08866,2026-07-27 12:26:15,fashion_vintage,17.65,8.83,wallet,DE,completed
O046241,S00114,B10615,2026-07-27 12:27:40,fashion_vintage,52.39,5.42,wallet,FR,completed
O046242,S01149,B11122,2026-07-27 12:32:56,fashion_vintage,32.91,11.15,card,US,completed
O046243,S01357,B01955,2026-07-27 12:33:09,sneakers_streetwear,90.98,12.91,card,US,completed
O046244,S01855,B14619,2026-07-27 12:33:34,electronics,294.97,12.06,card,US,refunded
O046245,S00644,B03083,2026-07-27 12:35:17,fashion_vintage,43.11,6.28,wallet,US,completed
O046246,S01469,B00084,2026-07-27 12:36:01,fashion_vintage,20.03,9.65,card,US,completed
O046247,S00061,B09068,2026-07-27 12:38:59,electronics,553.03,13.62,card,US,completed
O046248,S01031,B02288,2026-07-27 12:39:45,sneakers_streetwear,210.46,13.92,card,US,completed
O046249,S01809,B04439,2026-07-27 12:40:35,fashion_vintage,49.17,7.12,card,GB,completed
O046250,S00624,B02565,2026-07-27 12:41:38,fashion_vintage,33.78,7.2,wallet,US,cancelled
O046251,S00790,B06653,2026-07-27 12:42:05,fashion_vintage,18.83,8.52,card,US,completed
O046252,S01723,B13971,2026-07-27 12:42:30,cards_collectibles,208.37,13.45,card,US,completed
O046253,S00418,B10645,2026-07-27 12:42:58,fashion_vintage,25.97,10.44,card,US,completed
O046254,S01881,B00262,2026-07-27 12:43:14,sneakers_streetwear,269.79,12.77,card,US,completed
O046255,S00221,B02827,2026-07-27 12:43:33,fashion_vintage,23.95,5.74,card,US,completed
O046256,S01574,B10920,2026-07-27 12:43:46,electronics,103.75,12.14,card,US,completed
O046257,S00195,B14324,2026-07-27 12:46:12,fashion_vintage,38.36,9.69,wallet,US,completed
O046258,S01117,B12810,2026-07-27 12:46:53,fashion_vintage,40.38,11.88,wallet,US,completed
O046259,S00549,B02827,2026-07-27 12:47:39,electronics,219.58,9.94,card,US,completed
O046260,S00052,B02675,2026-07-27 12:48:01,cards_collectibles,3385.79,44.39,card,US,completed
O046261,S01416,B00913,2026-07-27 12:48:34,fashion_vintage,45.5,8.66,card,US,completed
O046262,S01338,B08106,2026-07-27 12:50:57,fashion_vintage,20.68,11.24,wallet,US,refunded
O046263,S00429,B11359,2026-07-27 12:51:30,fashion_vintage,19.77,10.88,card,US,completed
O046264,S01208,B03083,2026-07-27 12:52:31,fashion_vintage,37.43,9.71,wallet,US,completed
O046265,S00761,B10182,2026-07-27 12:55:35,watches_jewelry_luxury,539.87,15.49,card,US,completed
O046266,S01203,B05320,2026-07-27 12:58:43,fashion_vintage,71.44,6.83,card,US,completed
O046267,S01737,B08558,2026-07-27 12:59:06,fashion_vintage,51.5,4.52,wallet,US,completed
O046268,S01729,B14738,2026-07-27 13:04:39,cards_collectibles,87.25,8.84,card,US,completed
O046269,S00937,B12440,2026-07-27 13:04:49,fashion_vintage,34.48,6.58,card,US,completed
O046270,S00454,B13269,2026-07-27 13:06:42,sneakers_streetwear,176.91,8.85,card,US,completed
O046271,S01986,B06570,2026-07-27 13:07:43,sneakers_streetwear,204.35,9.88,card,US,completed
O046272,S00269,B12617,2026-07-27 13:08:27,fashion_vintage,24.84,8.13,card,CA,completed
O046273,S01808,B01450,2026-07-27 13:11:21,fashion_vintage,22.13,4.47,card,GB,completed
O046274,S00201,B07118,2026-07-27 13:11:33,fashion_vintage,15.79,5.8,card,US,completed
O046275,S01854,B06159,2026-07-27 13:12:12,fashion_vintage,22.25,5.98,card,US,completed
O046276,S00014,B13756,2026-07-27 13:13:16,cards_collectibles,30.69,8.5,card,US,completed
O046277,S00050,B06179,2026-07-27 13:14:24,sneakers_streetwear,87.13,7.0,card,US,completed
O046278,S01664,B10896,2026-07-27 13:14:27,electronics,298.87,13.09,card,US,completed
O046279,S01090,B11812,2026-07-27 13:14:50,fashion_vintage,-21.11,12.0,card,US,completed
O046280,S00868,B12681,2026-07-27 13:15:22,cards_collectibles,30.13,7.71,card,US,cancelled
O046281,S00993,B00167,2026-07-27 13:15:29,sneakers_streetwear,255.65,9.09,card,US,completed
O046282,S01474,B01638,2026-07-27 13:19:40,fashion_vintage,28.38,10.85,card,US,completed
O046283,S01016,B13547,2026-07-27 13:21:16,fashion_vintage,39.94,7.39,card,US,completed
O046284,S01717,B03862,2026-07-27 13:21:22,fashion_vintage,22.23,4.33,card,CA,completed
O046285,S00881,B06669,2026-07-27 13:22:09,cards_collectibles,41.77,10.07,card,US,completed
O046286,S01639,B04770,2026-07-27 13:27:22,cards_collectibles,340.5,12.68,bank,US,completed
O046287,S01696,B00041,2026-07-27 13:29:15,sneakers_streetwear,293.68,13.0,card,US,completed
O046288,S00215,B10108,2026-07-27 13:29:21,sneakers_streetwear,88.95,7.79,card,US,completed
O046289,S01407,B03919,2026-07-27 13:29:45,watches_jewelry_luxury,576.46,16.04,card,DE,completed
O046290,S01703,B13104,2026-07-27 13:30:15,cards_collectibles,258.54,12.87,card,US,completed
O046291,S01032,B02097,2026-07-27 13:32:35,fashion_vintage,59.6,5.2,card,US,completed
O046292,S01488,B13299,2026-07-27 13:34:33,fashion_vintage,37.44,9.65,card,AU,completed
O046293,S01049,B00925,2026-07-27 13:36:24,fashion_vintage,18.36,7.27,wallet,US,completed
O046294,S01906,B02157,2026-07-27 13:37:35,fashion_vintage,16.08,6.97,wallet,US,completed
O046295,S00095,B04447,2026-07-27 13:37:53,fashion_vintage,39.17,7.76,wallet,US,completed
O046296,S00864,B13601,2026-07-27 13:38:33,fashion_vintage,52.87,11.16,card,US,completed
O046297,S00443,B07798,2026-07-27 13:42:52,fashion_vintage,17.62,9.9,wallet,US,completed
O046298,S01276,B07030,2026-07-27 13:43:47,cards_collectibles,1374.21,19.73,bank,US,completed
O046299,S00319,B08397,2026-07-27 13:44:48,fashion_vintage,86.8,6.51,card,US,completed
O046300,S01984,B11701,2026-07-27 13:44:52,fashion_vintage,27.58,8.56,card,US,completed
O046301,S01338,B06788,2026-07-27 13:45:58,fashion_vintage,28.02,5.87,card,US,completed
O046302,S00192,B12146,2026-07-27 13:46:01,electronics,655.0,17.59,card,US,completed
O046303,S00330,B06669,2026-07-27 13:46:16,fashion_vintage,26.19,10.05,wallet,US,completed
O046304,S00664,B10973,2026-07-27 13:47:37,fashion_vintage,31.59,6.73,card,US,completed
O046305,S01134,B07786,2026-07-27 13:49:09,fashion_vintage,15.87,10.07,card,US,completed
O046306,S00184,B08695,2026-07-27 13:50:58,fashion_vintage,18.51,7.25,card,US,completed
O046307,S01306,B03386,2026-07-27 13:52:42,sneakers_streetwear,141.9,11.28,card,US,completed
O046308,S00328,B00699,2026-07-27 13:53:22,cards_collectibles,37.73,11.22,card,US,completed
O046309,S01308,B14244,2026-07-27 13:53:33,electronics,289.44,8.8,wallet,US,completed
O046310,S00607,B06060,2026-07-27 13:54:27,sneakers_streetwear,154.81,8.87,card,DE,completed
O046311,S00157,B06060,2026-07-27 13:54:28,fashion_vintage,21.32,10.05,card,US,completed
O046312,S00326,B07825,2026-07-27 13:54:46,electronics,126.24,7.48,card,AU,completed
O046313,S01012,B07521,2026-07-27 13:54:54,sneakers_streetwear,223.24,13.52,wallet,US,completed
O046314,S00065,B04061,2026-07-27 13:55:47,fashion_vintage,33.6,7.26,wallet,US,completed
O046315,S01580,B14281,2026-07-27 13:55:57,sneakers_streetwear,112.32,8.21,card,US,completed
O046316,S00197,B00957,2026-07-27 13:58:16,cards_collectibles,961.8,20.83,card,US,completed
O046317,S01343,B09312,2026-07-27 13:58:23,sneakers_streetwear,258.54,7.37,card,US,completed
O046318,S01891,B07159,2026-07-27 13:59:09,sneakers_streetwear,217.34,12.51,card,US,completed
O046319,S00079,B02798,2026-07-27 13:59:19,fashion_vintage,16.11,11.66,card,US,completed
O046320,S00556,B13174,2026-07-27 14:00:41,sneakers_streetwear,181.82,10.47,card,US,completed
O046321,S01352,B14454,2026-07-27 14:01:58,electronics,136.98,5.82,wallet,US,completed
O046322,S00059,B10239,2026-07-27 14:02:54,fashion_vintage,15.98,6.01,card,US,completed
O046323,S00053,B10036,2026-07-27 14:04:55,fashion_vintage,15.3,7.83,wallet,US,completed
O046324,S00597,B08695,2026-07-27 14:05:05,fashion_vintage,17.78,8.42,wallet,AU,completed
O046325,S00696,B00683,2026-07-27 14:05:51,cards_collectibles,33.1,11.45,card,US,completed
O046326,S01138,B10394,2026-07-27 14:06:23,fashion_vintage,57.38,8.34,card,US,completed
O046327,S00211,B08558,2026-07-27 14:07:27,fashion_vintage,36.44,7.12,card,DE,completed
O046328,S00250,B12157,2026-07-27 14:07:50,fashion_vintage,30.23,7.47,card,US,completed
O046329,S00853,B03713,2026-07-27 14:07:56,fashion_vintage,28.66,6.4,card,US,refunded
O046330,S00124,B08131,2026-07-27 14:09:42,watches_jewelry_luxury,906.8,13.91,card,GB,completed
O046331,S00364,B02775,2026-07-27 14:10:17,sneakers_streetwear,81.46,10.54,card,US,completed
O046332,S01940,B13387,2026-07-27 14:10:22,sneakers_streetwear,155.37,7.38,card,US,completed
O046333,S01350,B03800,2026-07-27 14:13:30,cards_collectibles,49.51,7.79,wallet,US,completed
O046334,S01525,B10422,2026-07-27 14:15:03,watches_jewelry_luxury,1329.33,21.01,bank,DE,completed
O046335,S00626,B12523,2026-07-27 14:16:15,cards_collectibles,2823.84,33.53,card,US,completed
O046335,S00626,B12523,2026-07-27 14:16:15,cards_collectibles,2823.84,33.53,card,US,completed
O046336,S01987,B13818,2026-07-27 14:16:45,fashion_vintage,40.81,5.44,wallet,DE,completed
O046337,S00322,B02071,2026-07-27 14:18:29,fashion_vintage,29.69,9.34,card,DE,completed
O046338,S01348,B02827,2026-07-27 14:20:37,fashion_vintage,50.17,7.62,wallet,US,completed
O046339,S01033,B10985,2026-07-27 14:23:02,sneakers_streetwear,130.6,6.93,card,US,completed
O046340,S01704,B08004,2026-07-27 14:23:42,fashion_vintage,54.69,12.4,card,US,completed
O046341,S01953,B02001,2026-07-27 14:24:20,electronics,493.58,15.19,card,US,completed
O046342,S00556,B05165,2026-07-27 14:27:09,sneakers_streetwear,324.96,11.76,wallet,US,completed
O046343,S01892,B02349,2026-07-27 14:28:21,electronics,266.92,11.84,card,US,completed
O046344,S01707,B14486,2026-07-27 14:28:44,cards_collectibles,409.88,11.13,card,US,completed
O046345,S00656,B14653,2026-07-27 14:29:11,cards_collectibles,89.83,10.07,card,US,cancelled
O046346,S00638,B04833,2026-07-27 14:30:36,cards_collectibles,100.25,6.8,wallet,US,completed
O046347,S01118,B08580,2026-07-27 14:30:59,fashion_vintage,31.83,12.13,card,DE,completed
O046348,S00387,B01253,2026-07-27 14:34:40,FASHION_VINTAGE ,45.3,8.73,card,US,completed
O046349,S01687,B10644,2026-07-27 14:35:35,fashion_vintage,35.99,11.54,card,US,completed
O046350,S00594,B10525,2026-07-27 14:35:43,fashion_vintage,17.78,6.38,wallet,US,completed
O046351,S01579,B14253,2026-07-27 14:36:37,sneakers_streetwear,226.82,8.7,card,US,completed
O046352,S00923,B02078,2026-07-27 14:38:50,sneakers_streetwear,117.83,13.12,wallet,US,completed
O046353,S00409,B03083,2026-07-27 14:38:56,fashion_vintage,23.46,9.61,wallet,US,completed
O046354,S00748,B10949,2026-07-27 14:43:15,electronics,354.36,12.04,wallet,US,completed
O046355,S00407,B03221,2026-07-27 14:44:08,watches_jewelry_luxury,3697.02,47.22,wallet,US,completed
O046356,S00855,B08213,2026-07-27 14:45:04,sneakers_streetwear,240.18,7.02,card,US,completed
O046357,S01155,B03083,2026-07-27 14:45:25,electronics,2676.07,36.59,wallet,US,completed
O046358,S01199,B01452,2026-07-27 14:47:54,fashion_vintage,21.06,4.56,card,US,completed
O046359,S00352,B10131,2026-07-27 14:48:23,fashion_vintage,25.26,10.85,card,GB,completed
O046360,S01785,B02827,2026-07-27 14:48:33,cards_collectibles,41.81,5.66,card,CA,completed
O046361,S01700,B11206,2026-07-27 14:49:24,watches_jewelry_luxury,1907.21,27.75,card,US,completed
O046362,S00287,B11894,2026-07-27 14:49:58,fashion_vintage,51.57,4.54,card,CA,completed
O046363,S00092,B00269,2026-07-27 14:51:41,cards_collectibles,33.49,7.57,wallet,US,completed
O046364,S00560,B04092,2026-07-27 14:55:02,electronics,214.47,12.45,card,US,completed
O046365,S01314,B09389,2026-07-27 14:59:07,cards_collectibles,32.13,6.13,card,US,completed
O046366,S01972,B04650,2026-07-27 15:00:32,fashion_vintage,18.33,9.91,wallet,DE,completed
O046367,S00830,B01144,2026-07-27 15:00:39,fashion_vintage,24.04,7.88,wallet,US,completed
O046368,S00744,B00098,2026-07-27 15:01:15,fashion_vintage,36.66,5.15,card,US,completed
O046369,S01892,B09126,2026-07-27 15:02:06,electronics,374.77,8.41,wallet,US,completed
O046370,S00185,B09694,2026-07-27 15:04:53,fashion_vintage,28.8,5.11,card,US,completed
O046371,S00577,B02683,2026-07-27 15:08:06,sneakers_streetwear,146.22,7.86,card,US,completed
O046372,S01397,B06669,2026-07-27 15:08:29,electronics,345.83,9.81,wallet,US,completed
O046373,S01208,B11226,2026-07-27 15:09:15,fashion_vintage,30.18,9.81,card,US,completed
O046374,S01602,B01003,2026-07-27 15:09:25,fashion_vintage,22.22,11.99,card,US,completed
O046375,S01572,B06574,2026-07-27 15:09:40,electronics,139.87,6.63,card,US,completed
O046376,S01567,B04099,2026-07-27 15:10:07,fashion_vintage,34.49,6.97,card,US,completed
O046377,S00736,B06312,2026-07-27 15:13:39,fashion_vintage,21.45,11.27,card,US,completed
O046378,S01747,B09202,2026-07-27 15:14:26,sneakers_streetwear,158.01,7.2,card,US,completed
O046379,S01343,B12829,2026-07-27 15:15:24,sneakers_streetwear,168.43,11.99,card,US,completed
O046380,S00079,B07536,2026-07-27 15:15:33,fashion_vintage,92.01,8.34,card,US,completed
O046381,S00939,B08574,2026-07-27 15:15:39,sneakers_streetwear,134.3,6.72,card,DE,completed
O046382,S00639,B00694,2026-07-27 15:17:42,FASHION_VINTAGE ,33.54,8.59,card,US,completed
O046383,S00578,B06124,2026-07-27 15:18:40,fashion_vintage,15.26,10.32,card,US,completed
O046384,S00738,B04865,2026-07-27 15:23:22,fashion_vintage,19.16,12.09,card,US,completed
O046385,S01598,B06009,2026-07-27 15:27:18,sneakers_streetwear,145.76,8.1,card,AU,completed
O046386,S01012,B14233,2026-07-27 15:30:20,sneakers_streetwear,193.61,9.19,card,GB,completed
O046387,S01140,B05759,2026-07-27 15:30:44,electronics,137.42,8.94,card,US,completed
O046388,S01386,B10715,2026-07-27 15:31:45,electronics,468.54,14.1,card,US,completed
O046389,S00475,B12849,2026-07-27 15:34:02,fashion_vintage,34.92,4.79,card,US,completed
O046390,S00651,B13624,2026-07-27 15:34:25,fashion_vintage,53.92,7.84,card,US,completed
O046391,S00364,B05109,2026-07-27 15:38:43,sneakers_streetwear,223.8,11.6,card,US,completed
O046392,S00251,B04855,2026-07-27 15:43:08,fashion_vintage,18.17,10.4,card,CA,completed
O046393,S01012,B00694,2026-07-27 15:43:49,sneakers_streetwear,239.52,9.19,card,US,completed
O046394,S01736,B01111,2026-07-27 15:44:59,fashion_vintage,15.04,5.29,wallet,US,completed
O046395,S01914,B00694,2026-07-27 15:46:11,watches_jewelry_luxury,1394.03,24.53,card,US,completed
O046396,S01404,B07243,2026-07-27 15:48:32,fashion_vintage,43.32,7.08,card,US,completed
O046396,S01404,B07243,2026-07-27 15:48:32,fashion_vintage,43.32,7.08,card,US,completed
O046397,S01057,B06473,2026-07-27 15:49:49,electronics,108.91,6.97,card,AU,completed
O046398,S00743,B04930,2026-07-27 15:51:20,fashion_vintage,17.08,11.78,wallet,US,completed
O046399,S00458,B07509,2026-07-27 15:51:32,fashion_vintage,35.32,10.94,wallet,US,completed
O046400,S01608,B12935,2026-07-27 15:52:52,fashion_vintage,20.38,4.44,wallet,US,completed
O046401,S00083,B07064,2026-07-27 15:55:38,fashion_vintage,21.74,11.48,card,US,completed
O046402,S00697,B01265,2026-07-27 15:56:36,fashion_vintage,15.78,5.45,card,GB,completed
O046403,S00770,B11758,2026-07-27 15:58:09,fashion_vintage,66.89,6.58,card,US,completed
O046404,S00654,B13442,2026-07-27 15:58:52,fashion_vintage,53.18,6.54,card,US,refunded
O046405,S00310,B10363,2026-07-27 16:00:23,electronics,476.7,9.28,card,US,completed
O046406,S00014,B09842,2026-07-27 16:06:28,cards_collectibles,3835.04,42.94,wallet,US,completed
O046407,S00011,B08698,2026-07-27 16:06:58,electronics,498.24,9.42,card,FR,completed
O046408,S01108,B05164,2026-07-27 16:07:20,fashion_vintage,57.19,11.78,card,GB,completed
O046409,S01531,B03602,2026-07-27 16:08:04,fashion_vintage,53.36,5.36,card,GB,completed
O046410,S01763,B03576,2026-07-27 16:08:22,sneakers_streetwear,229.75,13.38,card,DE,completed
O046411,S01262,B00866,2026-07-27 16:09:39,fashion_vintage,20.51,5.0,wallet,US,completed
O046412,S01091,B10362,2026-07-27 16:09:49,sneakers_streetwear,136.03,11.17,card,US,completed
O046413,S01189,B00581,2026-07-27 16:10:56,cards_collectibles,36.71,10.86,card,US,completed
O046414,S00530,B00914,2026-07-27 16:11:26,fashion_vintage,15.99,8.07,card,US,completed
O046415,S00468,B07288,2026-07-27 16:13:37,fashion_vintage,54.2,8.07,card,US,completed
O046416,S00922,B06685,2026-07-27 16:13:51,cards_collectibles,1185.29,18.97,wallet,US,completed
O046417,S01600,B07513,2026-07-27 16:20:58,fashion_vintage,32.13,11.87,wallet,US,completed
O046418,S01027,B14619,2026-07-27 16:21:22,fashion_vintage,58.13,5.3,card,US,completed
O046419,S01673,B06299,2026-07-27 16:24:11,watches_jewelry_luxury,2146.62,26.94,card,US,completed
O046420,S01578,B04439,2026-07-27 16:24:28,fashion_vintage,15.42,4.19,card,US,completed
O046421,S00203,B07128,2026-07-27 16:26:46,fashion_vintage,46.43,4.88,wallet,US,completed
O046422,S00922,B07186,2026-07-27 16:27:04,cards_collectibles,703.39,15.96,wallet,US,completed
O046423,S00484,B08341,2026-07-27 16:29:09,electronics,,5.31,card,US,completed
O046423,S00484,B08341,2026-07-27 16:29:09,electronics,,5.31,card,US,completed
O046424,S00564,B03809,2026-07-27 16:31:38,electronics,159.96,7.67,card,US,completed
O046425,S01596,B08097,2026-07-27 16:32:29,sneakers_streetwear,136.86,7.18,card,FR,completed
O046426,S01664,B06568,2026-07-27 16:33:01,electronics,276.18,14.29,wallet,US,completed
O046427,S00025,B11135,2026-07-27 16:33:23,fashion_vintage,57.83,11.13,card,US,completed
O046428,S01016,B09735,2026-07-27 16:35:23,fashion_vintage,53.82,7.91,bank,US,completed
O046429,S00567,B06643,2026-07-27 16:36:12,sneakers_streetwear,140.18,13.11,wallet,DE,completed
O046430,S01026,B06259,2026-07-27 16:37:22,fashion_vintage,44.02,11.86,card,US,completed
O046431,S00081,B01891,2026-07-27 16:38:19,sneakers_streetwear,165.19,12.22,card,AU,completed
O046432,S01781,B06060,07/27/2026 16:38,fashion_vintage,20.26,5.71,card,US,completed
O046433,S00886,B08879,2026-07-27 16:38:50,fashion_vintage,47.35,9.39,card,US,completed
O046434,S01532,B00278,2026-07-27 16:39:10,fashion_vintage,22.3,10.42,wallet,GB,completed
O046435,S00308,B07123,2026-07-27 16:39:52,sneakers_streetwear,170.93,10.5,card,GB,completed
O046436,S01305,B02458,2026-07-27 16:40:38,fashion_vintage,49.57,7.35,card,US,completed
O046437,S01387,B00246,2026-07-27 16:42:30,sneakers_streetwear,199.4,9.44,card,US,completed
O046438,S00520,B01753,2026-07-27 16:43:59,fashion_vintage,22.26,7.21,wallet,US,completed
O046439,S01563,B02896,2026-07-27 16:48:42,fashion_vintage,48.4,8.89,card,DE,completed
O046440,S01894,B06767,2026-07-27 16:50:55,sneakers_streetwear,246.48,12.16,wallet,US,completed
O046441,S01919,B12311,2026-07-27 16:51:39,fashion_vintage,36.52,5.66,card,US,completed
O046442,S00731,B07878,2026-07-27 16:52:09,fashion_vintage,30.33,4.96,wallet,US,completed
O046443,S00180,B04957,2026-07-27 16:54:55,sneakers_streetwear,107.12,12.12,card,FR,completed
O046444,S00584,B05746,2026-07-27 16:55:32,fashion_vintage,57.52,11.59,card,US,completed
O046445,S00664,B11715,2026-07-27 16:59:33,fashion_vintage,27.22,12.23,card,US,completed
O046446,S01576,B11119,2026-07-27 16:59:42,fashion_vintage,30.11,4.72,card,US,completed
O046447,S00454,B13736,2026-07-27 16:59:56,sneakers_streetwear,181.48,9.64,wallet,US,completed
O046448,S01081,B03083,2026-07-27 17:00:42,fashion_vintage,69.22,8.45,card,US,completed
O046449,S00646,B02792,2026-07-27 17:01:36,sneakers_streetwear,92.58,5.91,card,US,completed
O046450,S01321,B10394,2026-07-27 17:02:17,watches_jewelry_luxury,3521.07,47.11,card,US,completed
O046451,S00364,B11812,2026-07-27 17:02:19,sneakers_streetwear,149.35,11.94,card,US,completed
O046451,S00364,B11812,2026-07-27 17:02:19,sneakers_streetwear,149.35,11.94,card,US,completed
O046452,S01028,B08287,2026-07-27 17:02:55,watches_jewelry_luxury,2888.28,38.81,card,US,completed
O046453,S00587,B06328,2026-07-27 17:03:29,sneakers_streetwear,332.28,8.0,wallet,US,completed
O046454,S00071,B12650,2026-07-27 17:05:50,fashion_vintage,21.87,10.57,card,US,completed
O046455,S00071,B00170,2026-07-27 17:06:34,fashion_vintage,42.24,10.53,card,FR,completed
O046456,S00645,B04246,2026-07-27 17:06:48,fashion_vintage,18.68,8.54,wallet,US,completed
O046457,S00591,B02340,2026-07-27 17:09:13,watches_jewelry_luxury,1488.74,21.61,wallet,US,completed
O046458,S00966,B03183,2026-07-27 17:09:40,sneakers_streetwear,175.42,11.44,card,US,completed
O046459,S01952,B09204,2026-07-27 17:10:10,fashion_vintage,23.7,7.25,bank,US,completed
O046460,S00849,B07946,2026-07-27 17:11:57,fashion_vintage,46.31,7.12,card,US,completed
O046461,S00840,B02008,2026-07-27 17:12:18,fashion_vintage,41.85,10.84,wallet,US,completed
O046462,S00351,B06669,2026-07-27 17:12:37,sneakers_streetwear,200.36,7.64,wallet,US,completed
O046463,S00683,B05053,2026-07-27 17:12:59,cards_collectibles,55.78,5.51,card,US,completed
O046464,S01906,B08449,2026-07-27 17:13:15,fashion_vintage,17.62,5.99,bank,US,completed
O046465,S00331,B08477,2026-07-27 17:15:17,fashion_vintage,71.75,5.76,card,US,completed
O046466,S00041,B00427,2026-07-27 17:16:13,cards_collectibles,31.74,6.01,card,US,completed
O046467,S01004,B00695,2026-07-27 17:18:01,fashion_vintage,22.79,10.96,card,US,completed
O046468,S00301,B03743,2026-07-27 17:18:13,fashion_vintage,45.45,7.99,card,US,completed
O046469,S01348,B00169,2026-07-27 17:19:22,fashion_vintage,25.85,9.81,wallet,US,completed
O046470,S01402,B12084,2026-07-27 17:21:45,fashion_vintage,17.56,4.93,card,US,completed
O046471,S01867,B11707,2026-07-27 17:22:13,fashion_vintage,25.24,8.68,bank,US,completed
O046472,S01081,B13405,2026-07-27 17:22:13,fashion_vintage,46.93,7.48,wallet,US,completed
O046473,S01144,B04117,2026-07-27 17:23:02,fashion_vintage,41.53,10.98,wallet,US,completed
O046474,S01495,B03939,2026-07-27 17:23:47,sneakers_streetwear,84.54,8.26,card,US,completed
O046475,S01566,B09754,2026-07-27 17:23:50,fashion_vintage,25.37,9.26,wallet,GB,completed
O046476,S00331,B04170,2026-07-27 17:23:58,fashion_vintage,31.3,11.7,card,US,completed
O046477,S00153,B02381,2026-07-27 17:25:04,cards_collectibles,46.23,11.57,card,US,completed
O046478,S01541,B11436,2026-07-27 17:25:29,fashion_vintage,23.79,11.42,bank,AU,completed
O046479,S00448,B06669,2026-07-27 17:26:36,fashion_vintage,56.94,6.47,card,US,completed
O046480,S01031,B09759,2026-07-27 17:27:20,sneakers_streetwear,153.35,8.1,wallet,US,completed
O046481,S01639,B11711,2026-07-27 17:30:33,cards_collectibles,92.37,7.94,wallet,US,completed
O046482,S00776,B03083,2026-07-27 17:30:58,watches_jewelry_luxury,4430.77,49.1,card,US,completed
O046483,S01032,B02903,2026-07-27 17:32:03,fashion_vintage,22.1,5.51,card,GB,completed
O046483,S01032,B02903,2026-07-27 17:32:03,fashion_vintage,22.1,5.51,card,GB,completed
O046484,S01045,B12006,2026-07-27 17:34:26,fashion_vintage,41.16,7.99,wallet,GB,completed
O046485,S01306,B01955,2026-07-27 17:37:33,sneakers_streetwear,271.1,14.19,card,US,completed
O046486,S01149,B10915,2026-07-27 17:39:08,fashion_vintage,25.7,9.19,card,US,completed
O046487,S00564,B03491,2026-07-27 17:40:12,electronics,153.39,12.7,wallet,US,completed
O046488,S01704,B08777,2026-07-27 17:42:28,fashion_vintage,30.85,9.98,card,US,completed
O046489,S01205,B06669,2026-07-27 17:43:36,fashion_vintage,26.57,9.06,card,US,completed
