payout_id,seller_id,payout_ts,amount,payout_type,bank_account_id,payout_status
P011569,S01053,2026-07-27 09:00:00,369.55,scheduled,BA00672,paid
P011570,S00549,2026-07-27 09:00:00,240.64,scheduled,BA01014,paid
P011571,S01618,2026-07-27 09:00:00,87.21,scheduled,BA00671,paid
P011572,S00990,2026-07-27 09:00:00,62.38,scheduled,BA01015,paid
P011573,S01494,2026-07-27 09:00:00,91.81,scheduled,BA02162,paid
P011574,S00399,2026-07-27 09:00:00,317.01,scheduled,BA01016,paid
P011575,S01051,2026-07-27 09:00:00,276.64,scheduled,BA02017,reversed
P011576,S01101,2026-07-27 09:00:00,26.07,scheduled,BA00669,paid
P011577,S01817,2026-07-27 09:00:00,1313.16,scheduled,BA01017,paid
P011578,S01335,2026-07-27 09:00:00,137.22,scheduled,BA00667,paid
P011578,S01335,2026-07-27 09:00:00,137.22,scheduled,BA00667,paid
P011579,S01436,2026-07-27 09:00:00,163.35,scheduled,BA02164,paid
P011580,S01926,2026-07-27 09:00:00,1074.25,scheduled,BA00664,paid
P011581,S01865,2026-07-27 09:00:00,609.95,scheduled,BA02148,paid
P011582,S00407,2026-07-27 09:00:00,2542.04,scheduled,BA01031,paid
P011583,S01952,2026-07-27 09:00:00,186.03,scheduled,BA00987,paid
P011584,S00287,2026-07-27 09:00:00,15.88,scheduled,BA02028,paid
P011585,S00478,2026-07-27 09:00:00,144.4,scheduled,BA00732,paid
P011586,S01194,2026-07-27 09:00:00,141.45,scheduled,BA00954,paid
P011587,S00753,2026-07-27 09:00:00,93.89,scheduled,BA02042,paid
P011588,S01704,2026-07-27 09:00:00,53.14,scheduled,BA02137,paid
P011589,S00610,2026-07-27 09:00:00,273.38,scheduled,BA00955,paid
P011590,S01624,2026-07-27 09:00:00,164.44,scheduled,BA00730,paid
P011591,S01192,2026-07-27 09:00:00,50.66,scheduled,BA00956,paid
P011592,S00729,2026-07-27 09:00:00,157.22,scheduled,BA02135,paid
P011593,S01133,2026-07-27 09:00:00,161.96,scheduled,BA02041,paid
P011594,S01275,2026-07-27 09:00:00,122.66,scheduled,BA00957,paid
P011595,S00999,2026-07-27 09:00:00,625.24,scheduled,BA00725,paid
P011596,S00382,2026-07-27 09:00:00,135.03,scheduled,BA00958,paid
P011597,S01972,2026-07-27 09:00:00,148.64,scheduled,BA02040,paid
P011598,S00234,2026-07-27 09:00:00,75.3,scheduled,BA00724,paid
P011599,S01199,2026-07-27 09:00:00,129.5,scheduled,BA00959,paid
P011600,S00469,2026-07-27 09:00:00,225.24,scheduled,BA02140,paid
P011601,S01143,2026-07-27 09:00:00,41.76,scheduled,BA00728,paid
P011602,S00849,2026-07-27 09:00:00,249.7,scheduled,BA00960,paid
P011603,S01342,2026-07-27 09:00:00,138.32,scheduled,BA00951,paid
P011604,S00548,2026-07-27 09:00:00,694.58,scheduled,BA00950,paid
P011605,S01732,2026-07-27 09:00:00,58.58,scheduled,BA02129,paid
P011605,S01732,2026-07-27 09:00:00,58.58,scheduled,BA02129,paid
P011606,S01810,2026-07-27 09:00:00,117.96,scheduled,BA00940,paid
P011607,S00699,2026-07-27 09:00:00,51.5,scheduled,BA02046,paid
P011608,S00897,2026-07-27 09:00:00,105.26,scheduled,BA00942,paid
P011609,S01070,2026-07-27 09:00:00,603.81,scheduled,BA02131,paid
P011610,S01719,2026-07-27 09:00:00,82.62,scheduled,BA02045,paid
P011611,S00398,2026-07-27 09:00:00,157.61,scheduled,BA00741,paid
P011612,S00254,2026-07-27 09:00:00,151.78,scheduled,BA00734,paid
P011613,S01206,2026-07-27 09:00:00,19.1,scheduled,BA00740,paid
P011614,S01763,2026-07-27 09:00:00,548.0,scheduled,BA02044,paid
P011615,S00908,2026-07-27 09:00:00,435.36,scheduled,BA02133,paid
P011616,S01925,2026-07-27 09:00:00,1954.15,scheduled,BA00736,paid
P011617,S00233,2026-07-27 09:00:00,166.94,scheduled,BA00948,paid
P011618,S01323,2026-07-27 09:00:00,526.88,scheduled,BA02134,paid
P011619,S00543,2026-07-27 09:00:00,608.24,scheduled,BA00949,paid
P011620,S01196,2026-07-27 09:00:00,101.51,scheduled,BA00735,paid
P011621,S01224,2026-07-27 09:00:00,298.29,scheduled,BA00947,paid
P011622,S00506,2026-07-27 09:00:00,151.3,scheduled,BA00721,paid
P011623,S01018,2026-07-27 09:00:00,76.89,scheduled,BA02039,paid
P011624,S00257,2026-07-27 09:00:00,221.21,scheduled,BA00961,paid
P011625,S01236,2026-07-27 09:00:00,94.6,scheduled,BA00706,paid
P011626,S01728,2026-07-27 09:00:00,58.04,scheduled,BA00978,paid
P011627,S00204,2026-07-27 09:00:00,129.86,scheduled,BA02145,paid
P011628,S01026,2026-07-27 09:00:00,15.3,scheduled,BA00703,paid
P011629,S01761,2026-07-27 09:00:00,70.0,scheduled,BA00979,reversed
P011630,S01305,2026-07-27 09:00:00,98.81,scheduled,BA02032,paid
P011631,S00205,2026-07-27 09:00:00,734.98,scheduled,BA00701,paid
P011632,S01300,2026-07-27 09:00:00,115.61,scheduled,BA00974,paid
P011633,S01813,2026-07-27 09:00:00,3577.09,scheduled,BA00980,paid
P011634,S01495,2026-07-27 09:00:00,589.89,scheduled,BA00981,paid
P011635,S00069,2026-07-27 09:00:00,53.85,scheduled,BA02031,paid
P011636,S01090,2026-07-27 09:00:00,143.77,scheduled,BA00699,paid
P011637,S01841,2026-07-27 09:00:00,76.09,scheduled,BA00983,paid
P011638,S01330,2026-07-27 09:00:00,18.19,scheduled,BA00984,paid
P011639,S01668,2026-07-27 09:00:00,264.77,scheduled,BA00698,paid
P011640,S01708,2026-07-27 09:00:00,66.1,scheduled,BA00986,failed
P011641,S00276,2026-07-27 09:00:00,103.98,scheduled,BA00700,paid
P011642,S01347,2026-07-27 09:00:00,117.45,scheduled,BA00710,paid
P011643,S01537,2026-07-27 09:00:00,87.78,scheduled,BA02144,paid
P011644,S00883,2026-07-27 09:00:00,25.01,scheduled,BA02035,paid
P011645,S01158,2026-07-27 09:00:00,7378.34,scheduled,BA00963,paid
P011646,S01705,2026-07-27 09:00:00,34.6,scheduled,BA02141,paid
P011647,S01994,2026-07-27 09:00:00,505.86,scheduled,BA00964,paid
P011648,S01450,2026-07-27 09:00:00,75.17,scheduled,BA02038,paid
P011649,S01689,2026-07-27 09:00:00,189.63,scheduled,BA00717,paid
P011650,S00570,2026-07-27 09:00:00,136.87,scheduled,BA00965,paid
P011651,S00658,2026-07-27 09:00:00,163.08,scheduled,BA02142,paid
P011652,S01453,2026-07-27 09:00:00,431.4,scheduled,BA00967,paid
P011653,S01716,2026-07-27 09:00:00,55.07,scheduled,BA00715,paid
P011654,S00017,2026-07-27 09:00:00,128.78,scheduled,BA02037,paid
P011655,S01169,2026-07-27 09:00:00,51.93,scheduled,BA00968,paid
P011656,S01142,2026-07-27 09:00:00,152.64,scheduled,BA00714,paid
P011657,S01465,2026-07-27 09:00:00,368.33,scheduled,BA00971,paid
P011658,S01642,2026-07-27 09:00:00,32.9,scheduled,BA02036,paid
P011659,S00964,2026-07-27 09:00:00,147.74,scheduled,BA02143,paid
P011660,S00392,2026-07-27 09:00:00,31.63,scheduled,BA00972,failed
P011661,S00709,2026-07-27 09:00:00,337.4,scheduled,BA00973,paid
P011662,S00366,2026-07-27 09:00:00,244.75,scheduled,BA00696,paid
P011663,S00648,2026-07-27 09:00:00,88.64,scheduled,BA00469,paid
P011664,S00463,2026-07-27 09:00:00,585.24,scheduled,BA01706,paid
P011665,S00607,2026-07-27 09:00:00,118.69,scheduled,BA00261,paid
P011666,S01844,2026-07-27 09:00:00,590.54,scheduled,BA01843,paid
P011667,S01140,2026-07-27 09:00:00,711.66,scheduled,BA01339,paid
P011668,S00721,2026-07-27 09:00:00,106.45,scheduled,BA00374,paid
P011669,S00206,07/27/2026 09:00,889.42,scheduled,BA02301,paid
P011670,S00839,2026-07-27 09:00:00,515.72,scheduled,BA00375,paid
P011671,S00351,2026-07-27 09:00:00,410.5,scheduled,BA01877,paid
P011672,S01596,2026-07-27 09:00:00,894.72,scheduled,BA02332,failed
P011673,S01271,2026-07-27 09:00:00,127.12,scheduled,BA01818,paid
P011674,S00476,2026-07-27 09:00:00,198.34,scheduled,BA01337,paid
P011675,S00523,2026-07-27 09:00:00,46.84,scheduled,BA00376,paid
P011676,S01250,2026-07-27 09:00:00,135.09,scheduled,BA01336,paid
P011677,S01602,2026-07-27 09:00:00,160.76,scheduled,BA01463,paid
P011678,S01213,2026-07-27 09:00:00,93.08,scheduled,BA00377,paid
P011679,S00650,2026-07-27 09:00:00,301.8,scheduled,BA02299,paid
P011680,S00585,2026-07-27 09:00:00,30.61,scheduled,BA01464,paid
P011681,S01233,2026-07-27 09:00:00,56.56,scheduled,BA01335,paid
P011682,S01970,2026-07-27 09:00:00,14.69,scheduled,BA00380,paid
P011683,S01514,2026-07-27 09:00:00,18.23,scheduled,BA01879,paid
P011684,S01697,2026-07-27 09:00:00,40.84,scheduled,BA01817,paid
P011685,S00597,2026-07-27 09:00:00,219.1,scheduled,BA02345,paid
P011686,S01949,2026-07-27 09:00:00,916.41,scheduled,BA00297,paid
P011687,S00608,2026-07-27 09:00:00,117.43,scheduled,BA01333,paid
P011688,S00275,2026-07-27 09:00:00,204.2,scheduled,BA00267,paid
P011689,S00083,2026-07-27 09:00:00,56.46,scheduled,BA00381,paid
P011690,S01406,2026-07-27 09:00:00,91.22,scheduled,BA02298,paid
P011691,S00031,2026-07-27 09:00:00,240.13,scheduled,BA01332,paid
P011692,S00751,2026-07-27 09:00:00,97.36,scheduled,BA00383,paid
P011693,S00137,2026-07-27 09:00:00,796.69,scheduled,BA00373,paid
P011694,S01558,2026-07-27 09:00:00,324.98,scheduled,BA01408,paid
P011695,S01183,2026-07-27 09:00:00,119.79,scheduled,BA01340,paid
P011696,S01340,2026-07-27 09:00:00,359.15,scheduled,BA01341,paid
P011697,S01079,2026-07-27 09:00:00,34.21,scheduled,BA01404,paid
P011698,S00979,2026-07-27 09:00:00,202.92,scheduled,BA01349,paid
P011699,S01488,2026-07-27 09:00:00,55.29,scheduled,BA00361,paid
P011700,S00172,2026-07-27 09:00:00,179.17,scheduled,BA01820,paid
P011701,S00097,2026-07-27 09:00:00,47.97,scheduled,BA01871,paid
P011702,S00804,2026-07-27 09:00:00,34.86,scheduled,BA01455,paid
P011703,S00284,2026-07-27 09:00:00,121.99,scheduled,BA00362,paid
P011704,S01195,2026-07-27 09:00:00,127.12,scheduled,BA01872,paid
P011705,S01306,2026-07-27 09:00:00,632.93,scheduled,BA01346,paid
P011705,S01306,2026-07-27 09:00:00,632.93,scheduled,BA01346,paid
P011706,S00960,2026-07-27 09:00:00,133.57,scheduled,BA01457,paid
P011707,S00154,2026-07-27 09:00:00,14.7,scheduled,BA02303,paid
P011708,S01783,2026-07-27 09:00:00,35.58,scheduled,BA00367,paid
P011709,S01455,2026-07-27 09:00:00,88.25,scheduled,BA01345,paid
P011710,S00846,2026-07-27 09:00:00,181.22,scheduled,BA00292,paid
P011711,S00175,2026-07-27 09:00:00,153.07,scheduled,BA01873,paid
P011712,S00288,2026-07-27 09:00:00,38.21,scheduled,BA02343,paid
P011713,S01809,2026-07-27 09:00:00,297.73,scheduled,BA01343,paid
P011714,S01582,2026-07-27 09:00:00,468.12,scheduled,BA00368,paid
P011715,S01893,2026-07-27 09:00:00,38.42,scheduled,BA01460,paid
P011716,S01969,2026-07-27 09:00:00,50.49,scheduled,BA00271,paid
P011717,S00678,2026-07-27 09:00:00,89.26,scheduled,BA00371,paid
P011718,S00933,2026-07-27 09:00:00,204.08,scheduled,BA01342,paid
P011719,S01984,2026-07-27 09:00:00,181.11,scheduled,BA00372,paid
P011720,S01247,2026-07-27 09:00:00,16.18,scheduled,BA01874,paid
P011721,S00889,2026-07-27 09:00:00,1204.95,scheduled,BA02302,paid
P011722,S00133,2026-07-27 09:00:00,863.51,scheduled,BA01462,paid
P011723,S01802,2026-07-27 09:00:00,127.78,scheduled,BA00311,paid
P011724,S00644,2026-07-27 09:00:00,255.63,scheduled,BA00269,paid
P011725,S01370,2026-07-27 09:00:00,27.39,scheduled,BA01331,paid
P011726,S01506,2026-07-27 09:00:00,34.76,scheduled,BA00384,paid
P011727,S01835,2026-07-27 09:00:00,123.35,scheduled,BA01328,paid
P011728,S00858,2026-07-27 09:00:00,541.96,scheduled,BA01319,paid
P011729,S00918,2026-07-27 09:00:00,103.33,scheduled,BA00394,paid
P011729,S00918,2026-07-27 09:00:00,103.33,scheduled,BA00394,paid
P011730,S01649,2026-07-27 09:00:00,811.93,scheduled,BA01887,paid
P011731,S01198,2026-07-27 09:00:00,283.97,scheduled,BA00293,paid
P011732,S01318,2026-07-27 09:00:00,385.9,scheduled,BA01318,paid
P011733,S00797,2026-07-27 09:00:00,492.24,scheduled,BA01812,paid
P011734,S00362,2026-07-27 09:00:00,5705.92,scheduled,BA01471,paid
P011735,S00309,2026-07-27 09:00:00,68.05,scheduled,BA00396,paid
P011736,S01966,2026-07-27 09:00:00,77.33,scheduled,BA01316,paid
P011737,S01288,2026-07-27 09:00:00,49.6,scheduled,BA01888,paid
P011738,S00637,2026-07-27 09:00:00,264.33,scheduled,BA01315,paid
P011739,S00424,2026-07-27 09:00:00,309.7,scheduled,BA00397,paid
P011740,S00525,2026-07-27 09:00:00,439.35,scheduled,BA00260,paid
P011741,S01138,2026-07-27 09:00:00,165.36,scheduled,BA02288,paid
P011742,S01916,2026-07-27 09:00:00,103.5,scheduled,BA02347,paid
P011743,S00728,2026-07-27 09:00:00,73.66,scheduled,BA01474,paid
P011744,S01819,2026-07-27 09:00:00,,scheduled,BA00398,paid
P011745,S01908,2026-07-27 09:00:00,104.13,scheduled,BA01313,paid
P011746,S00867,2026-07-27 09:00:00,76.78,scheduled,BA00307,paid
P011747,S01178,2026-07-27 09:00:00,1304.73,scheduled,BA02348,paid
P011748,S00544,2026-07-27 09:00:00,238.38,scheduled,BA01475,paid
P011749,S01237,2026-07-27 09:00:00,123.85,scheduled,BA00400,reversed
P011750,S01691,2026-07-27 09:00:00,575.94,scheduled,BA02287,paid
P011751,S01670,2026-07-27 09:00:00,804.33,scheduled,BA01310,paid
P011752,S00320,2026-07-27 09:00:00,254.57,scheduled,BA00401,paid
P011753,S00479,2026-07-27 09:00:00,121.02,scheduled,BA01890,paid
P011754,S01854,2026-07-27 09:00:00,53.79,scheduled,BA01811,paid
P011755,S01831,2026-07-27 09:00:00,808.27,scheduled,BA01470,paid
P011756,S01088,2026-07-27 09:00:00,336.71,scheduled,BA01320,paid
P011757,S01538,2026-07-27 09:00:00,14.51,scheduled,BA01434,paid
P011758,S00746,2026-07-27 09:00:00,96.73,scheduled,BA01411,paid
P011759,S00143,2026-07-27 09:00:00,1508.64,scheduled,BA02295,paid
P011760,S01945,2026-07-27 09:00:00,49.28,scheduled,BA01882,paid
P011761,S01132,2026-07-27 09:00:00,1375.91,scheduled,BA01327,paid
P011762,S01420,2026-07-27 09:00:00,58.71,scheduled,BA00387,paid
P011763,S00344,2026-07-27 09:00:00,650.46,scheduled,BA00265,paid
P011764,S01157,2026-07-27 09:00:00,208.05,scheduled,BA01466,paid
P011765,S00215,2026-07-27 09:00:00,135.31,scheduled,BA02294,paid
P011766,S01824,2026-07-27 09:00:00,437.99,scheduled,BA01326,paid
P011767,S00621,2026-07-27 09:00:00,155.74,scheduled,BA00388,paid
P011768,S00387,2026-07-27 09:00:00,89.62,scheduled,BA00264,paid
P011769,S01740,2026-07-27 09:00:00,2553.87,scheduled,BA01883,paid
P011770,S01036,2026-07-27 09:00:00,3029.85,scheduled,BA01842,paid
P011771,S02000,2026-07-27 09:00:00,1504.4,scheduled,BA01325,paid
P011772,S00027,2026-07-27 09:00:00,395.41,scheduled,BA01350,paid
P011773,S00736,2026-07-27 09:00:00,30.97,scheduled,BA00389,paid
P011774,S00016,2026-07-27 09:00:00,125.74,scheduled,BA01431,paid
P011775,S00572,2026-07-27 09:00:00,59.17,scheduled,BA02325,paid
P011776,S01452,2026-07-27 09:00:00,183.38,scheduled,BA02293,paid
P011777,S00762,2026-07-27 09:00:00,1049.16,scheduled,BA01324,paid
P011778,S00161,2026-07-27 09:00:00,1049.15,scheduled,BA01884,paid
P011779,S00197,2026-07-27 09:00:00,371.39,scheduled,BA01815,paid
P011780,S00063,2026-07-27 09:00:00,226.1,scheduled,BA01322,paid
P011781,S00409,2026-07-27 09:00:00,250.06,scheduled,BA00392,paid
P011782,S00216,2026-07-27 09:00:00,513.74,scheduled,BA01468,paid
P011783,S01532,2026-07-27 09:00:00,283.92,scheduled,BA02346,paid
P011784,S00852,2026-07-27 09:00:00,323.13,scheduled,BA02292,paid
P011785,S00466,2026-07-27 09:00:00,470.91,scheduled,BA01321,paid
P011786,S00026,2026-07-27 09:00:00,73.81,scheduled,BA00393,paid
P011787,S01473,2026-07-27 09:00:00,483.45,scheduled,BA00309,paid
P011788,S00203,2026-07-27 09:00:00,20.79,scheduled,BA01454,paid
P011789,S01249,2026-07-27 09:00:00,519.24,scheduled,BA00312,paid
P011790,S01690,2026-07-27 09:00:00,111.14,scheduled,BA02305,paid
P011791,S00319,2026-07-27 09:00:00,299.19,scheduled,BA02318,paid
P011792,S00861,2026-07-27 09:00:00,100.43,scheduled,BA01382,paid
P011793,S00045,2026-07-27 09:00:00,,scheduled,BA01433,paid
P011794,S01718,2026-07-27 09:00:00,168.07,scheduled,BA01857,paid
P011795,S00724,2026-07-27 09:00:00,36.76,scheduled,BA00286,paid
P011796,S01315,2026-07-27 09:00:00,996.73,scheduled,BA01399,paid
P011797,S01886,2026-07-27 09:00:00,274.64,scheduled,BA00285,paid
P011798,S00624,2026-07-27 09:00:00,125.14,scheduled,BA00330,paid
P011799,S00951,2026-07-27 09:00:00,222.16,scheduled,BA01442,paid
P011800,S00149,2026-07-27 09:00:00,145.23,scheduled,BA01381,paid
P011801,S01024,2026-07-27 09:00:00,463.21,scheduled,BA02336,paid
P011802,S01523,2026-07-27 09:00:00,197.33,scheduled,BA00332,paid
P011803,S00710,2026-07-27 09:00:00,115.4,scheduled,BA02316,paid
P011804,S01001,2026-07-27 09:00:00,274.78,scheduled,BA01858,paid
P011805,S01806,2026-07-27 09:00:00,175.77,scheduled,BA01443,paid
P011806,S01082,2026-07-27 09:00:00,560.43,scheduled,BA01845,paid
P011807,S01329,2026-07-27 09:00:00,1879.26,scheduled,BA00333,paid
P011808,S00993,2026-07-27 09:00:00,223.85,scheduled,BA00283,paid
P011809,S01722,2026-07-27 09:00:00,95.27,scheduled,BA01378,paid
P011810,S00590,2026-07-27 09:00:00,1335.36,scheduled,BA01444,paid
P011811,S01788,2026-07-27 09:00:00,275.96,scheduled,BA00334,paid
P011812,S01818,2026-07-27 09:00:00,281.48,scheduled,BA01860,paid
P011813,S00656,2026-07-27 09:00:00,1059.85,scheduled,BA01377,paid
P011814,S00180,2026-07-27 09:00:00,389.01,scheduled,BA00335,paid
P011815,S01358,2026-07-27 09:00:00,63.83,scheduled,BA00291,paid
P011816,S01294,2026-07-27 09:00:00,62.94,scheduled,BA02313,paid
P011817,S01409,2026-07-27 09:00:00,95.24,scheduled,BA00281,paid
P011818,S01580,2026-07-27 09:00:00,822.88,scheduled,BA00316,paid
P011819,S00163,2026-07-27 09:00:00,360.0,scheduled,BA00328,paid
P011820,S01304,2026-07-27 09:00:00,106.96,scheduled,BA01384,paid
P011821,S00515,2026-07-27 09:00:00,1389.07,scheduled,BA01846,paid
P011822,S00304,2026-07-27 09:00:00,1317.04,scheduled,BA00318,paid
P011823,S01464,2026-07-27 09:00:00,456.27,scheduled,BA01830,paid
P011824,S01355,2026-07-27 09:00:00,90.73,scheduled,BA00290,paid
P011825,S00667,2026-07-27 09:00:00,48.42,scheduled,BA01847,paid
P011826,S01522,2026-07-27 09:00:00,132.46,scheduled,BA01394,paid
P011827,S01166,2026-07-27 09:00:00,24.26,scheduled,BA00320,paid
P011828,S00024,2026-07-27 09:00:00,32.96,scheduled,BA02322,paid
P011829,S00064,2026-07-27 09:00:00,175.84,scheduled,BA02321,paid
P011830,S00564,2026-07-27 09:00:00,625.64,scheduled,BA01393,paid
P011831,S01000,2026-07-27 09:00:00,68.07,scheduled,BA01436,paid
P011832,S01333,2026-07-27 09:00:00,169.76,scheduled,BA00321,paid
P011833,S01512,2026-07-27 09:00:00,315.32,scheduled,BA01391,paid
P011834,S00303,2026-07-27 09:00:00,640.89,scheduled,BA01437,paid
P011835,S01466,2026-07-27 09:00:00,135.95,scheduled,BA01375,paid
P011836,S01598,2026-07-27 09:00:00,321.48,scheduled,BA00317,paid
P011837,S01595,2026-07-27 09:00:00,287.53,scheduled,BA01390,paid
P011838,S00267,2026-07-27 09:00:00,362.74,scheduled,BA02320,paid
P011839,S00573,2026-07-27 09:00:00,91.0,scheduled,BA01852,paid
P011840,S00419,2026-07-27 09:00:00,2235.08,scheduled,BA01398,paid
P011841,S00352,2026-07-27 09:00:00,81.66,scheduled,BA01829,paid
P011842,S01887,2026-07-27 09:00:00,201.85,scheduled,BA00287,paid
P011843,S00238,2026-07-27 09:00:00,21.74,scheduled,BA01438,paid
P011844,S01374,2026-07-27 09:00:00,98.87,scheduled,BA02335,paid
P011845,S00909,2026-07-27 09:00:00,508.96,scheduled,BA01387,paid
P011846,S01723,2026-07-27 09:00:00,303.12,scheduled,BA00325,paid
P011847,S01579,2026-07-27 09:00:00,209.15,scheduled,BA01386,paid
P011848,S00230,2026-07-27 09:00:00,122.41,scheduled,BA00326,paid
P011849,S01876,2026-07-27 09:00:00,127.27,scheduled,BA01853,paid
P011850,S01772,2026-07-27 09:00:00,207.11,scheduled,BA00323,paid
P011851,S00343,2026-07-27 09:00:00,167.96,scheduled,BA01412,paid
P011852,S01261,2026-07-27 09:00:00,37.28,scheduled,BA01861,paid
P011853,S00322,2026-07-27 09:00:00,436.67,scheduled,BA00336,paid
P011854,S01372,2026-07-27 09:00:00,125.43,scheduled,BA01361,paid
P011855,S00051,2026-07-27 09:00:00,94.94,scheduled,BA00350,paid
P011856,S00452,2026-07-27 09:00:00,598.36,scheduled,BA01824,paid
P011857,S01505,2026-07-27 09:00:00,26.31,scheduled,BA02309,paid
P011858,S01379,2026-07-27 09:00:00,297.94,scheduled,BA01450,paid
P011859,S00923,2026-07-27 09:00:00,1606.5,scheduled,BA01451,paid
P011860,S00787,2026-07-27 09:00:00,476.59,scheduled,BA01360,paid
P011861,S01433,2026-07-27 09:00:00,92.76,scheduled,BA01358,paid
P011862,S01147,2026-07-27 09:00:00,495.26,scheduled,BA00277,paid
P011863,S01282,2026-07-27 09:00:00,171.79,scheduled,BA01868,paid
P011864,S01724,2026-07-27 09:00:00,241.13,scheduled,BA02340,paid
P011865,S00055,2026-07-27 09:00:00,173.04,scheduled,BA01844,paid
P011866,S01710,2026-07-27 09:00:00,65.18,scheduled,BA01357,paid
P011867,S01389,2026-07-27 09:00:00,66.84,scheduled,BA02307,paid
P011868,S00618,2026-07-27 09:00:00,151.25,scheduled,BA00354,paid
P011869,S01331,2026-07-27 09:00:00,161.22,scheduled,BA01453,paid
P011870,S00616,2026-07-27 09:00:00,60.18,scheduled,BA01869,paid
P011871,S01348,2026-07-27 09:00:00,209.76,scheduled,BA01355,paid
P011872,S01635,2026-07-27 09:00:00,53.64,scheduled,BA02306,paid
P011873,S01832,2026-07-27 09:00:00,1705.53,scheduled,BA01354,paid
P011874,S01094,2026-07-27 09:00:00,176.48,scheduled,BA01821,paid
P011875,S01263,2026-07-27 09:00:00,31.22,scheduled,BA00356,paid
P011876,S00156,2026-07-27 09:00:00,1259.01,scheduled,BA01353,paid
P011877,S01160,2026-07-27 09:00:00,103.46,scheduled,BA00359,paid
P011878,S01552,2026-07-27 09:00:00,1402.53,scheduled,BA01403,paid
P011879,S01848,2026-07-27 09:00:00,585.16,scheduled,BA01352,paid
P011880,S01948,2026-07-27 09:00:00,1059.72,scheduled,BA00276,paid
P011881,S00228,2026-07-27 09:00:00,,scheduled,BA00349,paid
P011882,S01879,2026-07-27 09:00:00,910.57,scheduled,BA01362,paid
P011883,S01666,2026-07-27 09:00:00,13.79,scheduled,BA01449,paid
P011884,S01726,2026-07-27 09:00:00,6639.38,scheduled,BA01865,paid
P011885,S00708,2026-07-27 09:00:00,128.52,scheduled,BA01445,paid
P011886,S00185,2026-07-27 09:00:00,182.25,scheduled,BA01401,paid
P011887,S01427,2026-07-27 09:00:00,93.24,scheduled,BA00337,paid
P011888,S01678,2026-07-27 09:00:00,1314.65,scheduled,BA02323,paid
P011889,S00682,2026-07-27 09:00:00,1387.21,scheduled,BA00338,paid
P011890,S00888,2026-07-27 09:00:00,166.7,scheduled,BA00314,paid
P011891,S00920,2026-07-27 09:00:00,284.35,scheduled,BA01371,paid
P011892,S00630,2026-07-27 09:00:00,334.14,scheduled,BA02312,paid
P011893,S00065,2026-07-27 09:00:00,127.41,scheduled,BA01825,paid
P011894,S00102,2026-07-27 09:00:00,96.49,scheduled,BA02337,paid
P011895,S01164,2026-07-27 09:00:00,107.65,scheduled,BA01863,paid
P011896,S01243,2026-07-27 09:00:00,82.3,scheduled,BA01370,paid
P011897,S00528,2026-07-27 09:00:00,143.89,scheduled,BA00341,paid
P011898,S00145,2026-07-27 09:00:00,153.19,scheduled,BA01374,paid
P011899,S01380,2026-07-27 09:00:00,450.32,scheduled,BA02253,paid
P011900,S01105,2026-07-27 09:00:00,246.19,scheduled,BA00343,paid
P011901,S00641,2026-07-27 09:00:00,66.55,scheduled,BA00280,paid
P011902,S00341,2026-07-27 09:00:00,31.74,scheduled,BA01446,paid
P011903,S00389,2026-07-27 09:00:00,653.67,scheduled,BA00344,paid
P011904,S00986,2026-07-27 09:00:00,26.96,scheduled,BA02311,paid
P011905,S00652,2026-07-27 09:00:00,23.36,scheduled,BA01864,paid
P011906,S01221,2026-07-27 09:00:00,27.0,scheduled,BA01366,paid
P011907,S00477,2026-07-27 09:00:00,174.88,scheduled,BA01831,paid
P011908,S00838,2026-07-27 09:00:00,609.84,scheduled,BA01365,paid
P011909,S00516,2026-07-27 09:00:00,144.01,scheduled,BA01402,paid
P011910,S01176,2026-07-27 09:00:00,68.9,scheduled,BA00347,paid
P011911,S00391,2026-07-27 09:00:00,252.47,scheduled,BA00278,paid
P011912,S00598,2026-07-27 09:00:00,82.42,scheduled,BA02310,paid
P011913,S01814,2026-07-27 09:00:00,103.95,scheduled,BA01368,paid
P011914,S01319,2026-07-27 09:00:00,314.92,scheduled,BA01309,paid
P011915,S00301,2026-07-27 09:00:00,204.27,scheduled,BA01395,paid
P011916,S00250,2026-07-27 09:00:00,133.24,scheduled,BA01486,paid
P011917,S00575,2026-07-27 09:00:00,426.47,scheduled,BA01485,paid
P011918,S01474,2026-07-27 09:00:00,243.13,scheduled,BA01283,paid
P011919,S00511,2026-07-27 09:00:00,393.58,scheduled,BA00295,paid
P011920,S01181,2026-07-27 09:00:00,760.11,scheduled,BA01491,paid
P011921,S00790,2026-07-27 09:00:00,108.59,scheduled,BA00427,paid
P011922,S01425,2026-07-27 09:00:00,161.16,scheduled,BA00428,paid
P011923,S00446,2026-07-27 09:00:00,156.09,scheduled,BA01250,paid
P011924,S00414,2026-07-27 09:00:00,856.39,scheduled,BA01281,reversed
P011925,S00720,2026-07-27 09:00:00,80.44,scheduled,BA01837,paid
P011926,S01936,2026-07-27 09:00:00,283.47,scheduled,BA00242,paid
P011927,S00483,2026-07-27 09:00:00,138.28,scheduled,BA01904,paid
P011928,S01092,2026-07-27 09:00:00,581.89,scheduled,BA01280,paid
P011929,S00835,2026-07-27 09:00:00,196.6,scheduled,BA01806,paid
P011930,S01454,2026-07-27 09:00:00,55.91,scheduled,BA01835,paid
